date,sales,temperature,is_holiday
2023-03-06,104.208149,9.824631,0
2023-03-07,93.73189,11.083256,0
2023-03-08,75.146471,8.399918,0
2023-03-09,87.355107,10.726079,0
2023-03-10,97.81436,9.619221,0
2023-03-11,95.943238,7.784454,0
2023-03-12,106.51092,9.977985,0
2023-03-13,97.226335,12.51347,0
2023-03-14,89.612114,9.549596,0
2023-03-15,98.492108,12.93598,0
2023-03-16,88.128823,4.754187,0
2023-03-17,95.079374,11.825949,0
2023-03-18,101.10189,10.546133,0
2023-03-19,101.989815,9.965291,0
2023-03-20,103.654254,10.939408,0
2023-03-21,99.324124,6.974587,0
2023-03-22,96.907001,10.70542,0
2023-03-23,97.056726,12.05517,0
2023-03-24,100.728646,14.493999,0
2023-03-25,104.218413,10.699962,0
2023-03-26,96.918219,10.318773,0
2023-03-27,104.18338,11.132413,0
2023-03-28,99.651999,14.167746,0
2023-03-29,92.219785,13.196248,0
2023-03-30,89.023066,11.681759,0
2023-03-31,97.742434,13.971017,0
2023-04-01,100.765222,13.342449,0
2023-04-02,106.143173,15.289945,0
2023-04-03,101.468789,12.153397,0
2023-04-04,100.672457,13.107455,0
2023-04-05,100.46671,13.184206,0
2023-04-06,84.676268,11.247341,0
2023-04-07,96.192297,14.972805,0
2023-04-08,100.537022,15.109051,0
2023-04-09,107.518612,14.803667,0
2023-04-10,97.748058,14.530826,0
2023-04-11,107.545742,12.375819,0
2023-04-12,98.556148,14.571769,0
2023-04-13,96.405469,14.934007,0
2023-04-14,93.460803,14.221075,0
2023-04-15,103.257317,15.709006,0
2023-04-16,105.785185,17.045322,0
2023-04-17,115.091444,20.214868,0
2023-04-18,96.559148,16.996501,0
2023-04-19,100.601756,17.366807,0
2023-04-20,98.693223,16.906626,0
2023-04-21,93.895923,13.421178,0
2023-04-22,99.903252,17.408226,0
2023-04-23,104.321186,17.783519,0
2023-04-24,111.980282,22.790557,0
2023-04-25,95.263238,17.679518,0
2023-04-26,105.74893,18.866593,0
2023-04-27,95.438594,18.392366,0
2023-04-28,97.787215,16.321699,0
2023-04-29,106.748217,21.140882,0
2023-04-30,105.723443,20.554141,0
2023-05-01,108.880389,20.826177,0
2023-05-02,94.087553,17.61792,0
2023-05-03,127.438039,22.433549,1
2023-05-04,122.137028,17.014154,1
2023-05-05,112.529905,21.180037,1
2023-05-06,105.62691,24.574218,0
2023-05-07,100.477954,18.397679,0
2023-05-08,107.529944,19.430008,0
2023-05-09,110.167887,20.944109,0
2023-05-10,106.70181,19.918355,0
2023-05-11,103.136806,18.002724,0
2023-05-12,107.778052,21.418113,0
2023-05-13,102.3531,19.331455,0
2023-05-14,104.235491,22.576409,0
2023-05-15,108.270946,19.961573,0
2023-05-16,113.391334,25.069472,0
2023-05-17,96.150453,20.570214,0
2023-05-18,108.752125,21.657599,0
2023-05-19,107.853562,24.091595,0
2023-05-20,103.097931,20.163459,0
2023-05-21,106.945577,23.238475,0
2023-05-22,109.972155,25.553901,0
2023-05-23,106.443135,19.878357,0
2023-05-24,103.574689,23.613901,0
2023-05-25,107.008487,23.913266,0
2023-05-26,102.458784,25.103525,0
2023-05-27,107.495371,21.209827,0
2023-05-28,128.711806,21.184091,1
2023-05-29,114.229025,25.007548,0
2023-05-30,108.774048,24.693639,0
2023-05-31,109.15633,24.733964,0
2023-06-01,106.783218,25.056447,0
2023-06-02,104.895526,23.131298,0
2023-06-03,111.102244,25.08084,0
2023-06-04,107.447004,25.324614,0
2023-06-05,113.234081,23.429016,0
2023-06-06,119.379905,28.705597,0
2023-06-07,109.115674,26.035087,0
2023-06-08,96.223931,22.815198,0
2023-06-09,105.13663,26.618275,0
2023-06-10,108.64298,23.460113,0
2023-06-11,109.790056,27.08487,0
2023-06-12,108.424085,27.926001,0
2023-06-13,107.838859,24.062412,0
2023-06-14,104.304277,27.722323,0
2023-06-15,104.421697,26.709728,0
2023-06-16,98.224744,27.613656,0
2023-06-17,114.699698,29.845241,0
2023-06-18,109.247911,25.639724,0
2023-06-19,117.61226,24.698574,0
2023-06-20,108.38432,24.499244,0
2023-06-21,105.476065,24.715536,0
2023-06-22,103.266966,26.258475,0
2023-06-23,102.375742,27.157122,0
2023-06-24,122.030949,27.086939,0
2023-06-25,112.024423,28.243246,0
2023-06-26,119.325664,26.666771,0
2023-06-27,108.378293,29.596274,0
2023-06-28,108.655131,26.204866,0
2023-06-29,111.292534,32.216016,0
2023-06-30,106.421974,28.06502,0
2023-07-01,105.252079,25.133878,0
2023-07-02,110.382472,24.737405,0
2023-07-03,113.155481,27.871611,0
2023-07-04,123.366502,26.483689,0
2023-07-05,108.420789,28.379029,0
2023-07-06,108.081304,27.914375,0
2023-07-07,114.467422,26.835567,0
2023-07-08,103.856337,25.297413,0
2023-07-09,111.271481,23.967528,0
2023-07-10,112.414196,26.106859,0
2023-07-11,112.708164,28.711797,0
2023-07-12,106.873716,27.422743,0
2023-07-13,99.062038,24.495079,0
2023-07-14,106.924988,27.321368,0
2023-07-15,104.871269,27.730542,0
2023-07-16,116.99241,25.173549,0
2023-07-17,117.772415,27.226532,0
2023-07-18,109.309934,27.009786,0
2023-07-19,103.268217,24.57819,0
2023-07-20,106.540475,27.546953,0
2023-07-21,102.431466,27.916688,0
2023-07-22,120.197074,28.921467,0
2023-07-23,116.754571,28.819731,0
2023-07-24,113.969019,23.91008,0
2023-07-25,113.368327,24.739603,0
2023-07-26,105.006639,27.591717,0
2023-07-27,110.596159,27.532186,0
2023-07-28,106.642923,27.474267,0
2023-07-29,120.019369,34.085802,0
2023-07-30,112.883324,27.454915,0
2023-07-31,122.271997,28.513707,0
2023-08-01,114.637489,28.076691,0
2023-08-02,118.658533,27.394271,0
2023-08-03,101.582124,25.380465,0
2023-08-04,107.069745,27.445194,0
2023-08-05,102.277814,24.294619,0
2023-08-06,109.483814,25.276434,0
2023-08-07,115.716841,24.685961,0
2023-08-08,116.395157,25.723895,0
2023-08-09,124.727467,30.089793,0
2023-08-10,99.940756,21.623175,0
2023-08-11,100.724285,26.624386,0
2023-08-12,109.300674,21.917557,0
2023-08-13,105.539815,24.087242,0
2023-08-14,117.371348,27.094152,0
2023-08-15,107.599753,24.927017,0
2023-08-16,104.906372,22.52227,0
2023-08-17,107.079461,23.123587,0
2023-08-18,104.16677,25.786994,0
2023-08-19,110.934696,22.837875,0
2023-08-20,115.954615,24.599581,0
2023-08-21,102.851498,24.123146,0
2023-08-22,103.734586,22.591463,0
2023-08-23,100.45561,28.042579,0
2023-08-24,113.038015,24.879961,0
2023-08-25,99.097257,19.416718,0
2023-08-26,115.857973,23.692283,0
2023-08-27,101.220962,21.845708,0
2023-08-28,109.788104,24.721633,0
2023-08-29,111.193378,21.276835,0
2023-08-30,104.707101,22.475184,0
2023-08-31,104.633763,23.555128,0
2023-09-01,97.113742,24.114926,0
2023-09-02,110.739134,19.818896,0
2023-09-03,112.901774,21.384421,0
2023-09-04,111.631068,20.935377,0
2023-09-05,103.068097,20.408413,0
2023-09-06,107.508617,25.073794,0
2023-09-07,99.41089,22.178724,0
2023-09-08,90.775171,18.670981,0
2023-09-09,106.028386,22.850626,0
2023-09-10,111.189173,25.079585,0
2023-09-11,116.361723,22.718845,0
2023-09-12,92.942999,17.43214,0
2023-09-13,102.460786,19.317757,0
2023-09-14,95.454581,22.633826,0
2023-09-15,100.484505,18.496933,0
2023-09-16,106.359978,20.610722,0
2023-09-17,108.340344,21.081764,0
2023-09-18,110.900468,17.486704,0
2023-09-19,99.163226,19.028297,0
2023-09-20,101.345477,12.470367,0
2023-09-21,92.951773,16.708509,0
2023-09-22,90.755683,18.055418,0
2023-09-23,99.331782,15.867202,0
2023-09-24,118.576417,21.428809,1
2023-09-25,106.228696,15.103983,0
2023-09-26,102.38003,16.883579,0
2023-09-27,106.258002,17.823732,0
2023-09-28,102.564078,20.242621,0
2023-09-29,88.559241,14.285475,0
2023-09-30,99.232072,19.280012,0
2023-10-01,107.928525,16.770056,0
2023-10-02,108.775603,14.581961,0
2023-10-03,110.093215,17.264115,0
2023-10-04,105.129176,16.53256,0
2023-10-05,94.460311,14.728204,0
2023-10-06,98.593851,15.862163,0
2023-10-07,106.290204,14.74564,0
2023-10-08,102.8221,15.536856,0
2023-10-09,107.915307,16.427545,0
2023-10-10,102.990015,18.06875,0
2023-10-11,92.847479,12.214548,0
2023-10-12,98.367126,18.7498,0
2023-10-13,88.951737,10.373265,0
2023-10-14,98.359654,13.767792,0
2023-10-15,98.768138,15.042193,0
2023-10-16,103.302328,14.222076,0
2023-10-17,102.179068,12.209623,0
2023-10-18,93.154096,12.834165,0
2023-10-19,92.82007,12.060314,0
2023-10-20,94.118813,11.664071,0
2023-10-21,101.733978,14.33913,0
2023-10-22,101.762682,13.15178,0
2023-10-23,106.984381,10.850513,0
2023-10-24,90.732771,13.834934,0
2023-10-25,110.479836,12.450613,0
2023-10-26,89.380057,13.262956,0
2023-10-27,96.266756,12.698704,0
2023-10-28,90.975441,9.584725,0
2023-10-29,103.071887,9.926736,0
2023-10-30,104.135277,12.347239,0
2023-10-31,96.419992,11.880176,0
2023-11-01,99.536579,10.425701,0
2023-11-02,90.714813,10.511571,0
2023-11-03,96.941369,12.643058,0
2023-11-04,90.387683,8.716853,0
2023-11-05,100.401095,10.807969,0
2023-11-06,110.191463,9.124734,0
2023-11-07,102.112825,8.910724,0
2023-11-08,96.45851,11.362281,0
2023-11-09,89.389501,10.635931,0
2023-11-10,92.775752,10.434271,0
2023-11-11,97.981588,11.242197,0
2023-11-12,100.954598,8.499122,0
2023-11-13,95.210405,9.648835,0
2023-11-14,99.506818,7.494199,0
2023-11-15,87.258544,8.59491,0
2023-11-16,97.29717,7.520225,0
2023-11-17,86.481162,7.810577,0
2023-11-18,96.39927,8.64516,0
2023-11-19,101.461992,5.658902,0
2023-11-20,100.671058,11.322898,0
2023-11-21,95.849378,4.971199,0
2023-11-22,96.528363,4.402342,0
2023-11-23,93.144853,8.996847,0
2023-11-24,92.361653,8.116322,0
2023-11-25,85.684966,7.636117,0
2023-11-26,93.242146,7.502,0
2023-11-27,102.973914,6.080842,0
2023-11-28,96.357962,4.173489,0
2023-11-29,94.225869,5.984946,0
2023-11-30,89.78,4.347068,0
2023-12-01,96.557578,7.522441,0
2023-12-02,90.814353,5.151691,0
2023-12-03,95.448654,3.671246,0
2023-12-04,91.378285,4.558772,0
2023-12-05,88.506996,5.909613,0
2023-12-06,80.685034,3.841445,0
2023-12-07,81.269599,3.212571,0
2023-12-08,96.042058,5.235508,0
2023-12-09,84.342147,5.132228,0
2023-12-10,93.211988,3.525638,0
2023-12-11,89.207134,3.497777,0
2023-12-12,91.010478,4.807412,0
2023-12-13,87.762058,1.35376,0
2023-12-14,80.700623,1.344803,0
2023-12-15,91.647852,2.635856,0
2023-12-16,98.519572,3.562102,0
2023-12-17,84.28794,4.530326,0
2023-12-18,94.885298,6.782025,0
2023-12-19,94.843324,5.472743,0
2023-12-20,94.154758,3.366989,0
2023-12-21,83.719442,3.581629,0
2023-12-22,85.231781,1.550769,0
2023-12-23,84.982967,3.45836,0
2023-12-24,106.534007,2.861036,1
2023-12-25,123.32571,4.030184,1
2023-12-26,82.393165,1.68012,0
2023-12-27,100.934929,4.326566,0
2023-12-28,91.799208,6.310114,0
2023-12-29,89.880597,2.987361,0
2023-12-30,94.05498,3.972046,0
2023-12-31,114.258654,4.516157,1
2024-01-01,115.712932,2.30419,1
2024-01-02,114.753438,3.529103,1
2024-01-03,115.401922,3.083921,1
2024-01-04,88.250505,3.235445,0
2024-01-05,79.556799,1.478975,0
2024-01-06,82.187951,3.062464,0
2024-01-07,86.279791,4.001441,0
2024-01-08,101.486291,5.903287,0
2024-01-09,93.722329,4.918653,0
2024-01-10,86.456217,7.309143,0
2024-01-11,88.994218,1.474305,0
2024-01-12,94.508681,4.763416,0
2024-01-13,90.675286,3.398784,0
2024-01-14,90.926245,7.428578,0
2024-01-15,85.13733,1.452789,0
2024-01-16,93.334411,1.41389,0
2024-01-17,90.910919,1.922025,0
2024-01-18,80.107795,-1.095985,0
2024-01-19,87.58839,2.134804,0
2024-01-20,94.688821,1.706057,0
2024-01-21,91.9647,3.566607,0
2024-01-22,95.906984,3.994306,0
2024-01-23,93.877759,7.111575,0
2024-01-24,101.406067,5.311968,0
2024-01-25,87.304969,2.312635,0
2024-01-26,81.613226,1.728353,0
2024-01-27,88.066213,4.57116,0
2024-01-28,91.169708,1.012377,0
2024-01-29,98.51295,7.384645,0
2024-01-30,103.827673,6.152833,0
2024-01-31,94.434195,2.931148,0
2024-02-01,84.828533,0.522075,0
2024-02-02,90.521889,6.738209,0
2024-02-03,89.698432,3.886755,0
2024-02-04,86.86217,6.680062,0
2024-02-05,98.542151,1.107369,0
2024-02-06,93.924071,3.19244,0
2024-02-07,92.392632,4.499787,0
2024-02-08,93.335049,4.684485,0
2024-02-09,89.896948,3.794702,0
2024-02-10,85.425,6.047895,0
2024-02-11,94.236379,2.777338,0
2024-02-12,92.899871,4.741194,0
2024-02-13,106.278803,5.382873,0
2024-02-14,91.060776,6.290409,0
2024-02-15,92.473486,6.806897,0
2024-02-16,81.822767,3.259368,0
2024-02-17,97.258898,2.568221,0
2024-02-18,88.468796,8.322376,0
2024-02-19,99.782938,6.564958,0
2024-02-20,92.831577,4.539362,0
2024-02-21,95.82072,9.2773,0
2024-02-22,93.336367,6.547621,0
2024-02-23,96.303255,8.818715,0
2024-02-24,97.601055,6.741537,0
2024-02-25,89.01675,10.876863,0
2024-02-26,101.5818,10.417358,0
2024-02-27,105.422073,6.562456,0
2024-02-28,89.070534,9.159587,0
2024-02-29,94.33495,8.665564,0
2024-03-01,91.333103,10.272702,0
2024-03-02,90.778296,5.768431,0
2024-03-03,91.526786,9.235383,0
2024-03-04,92.84886,10.147246,0
2024-03-05,87.054787,4.6821,0
2024-03-06,99.854746,6.004259,0
2024-03-07,94.923206,4.465474,0
2024-03-08,91.182946,8.180199,0
2024-03-09,89.684927,10.331033,0
2024-03-10,89.548297,12.079408,0
2024-03-11,102.248592,9.403383,0
2024-03-12,97.526445,12.694628,0
2024-03-13,92.101762,6.861045,0
2024-03-14,88.017703,6.399928,0
2024-03-15,90.043749,9.882581,0
2024-03-16,89.05586,10.950275,0
2024-03-17,96.412614,10.30665,0
2024-03-18,93.942803,6.428421,0
2024-03-19,104.843622,10.577646,0
2024-03-20,101.997362,8.340786,0
2024-03-21,96.360582,12.484109,0
2024-03-22,95.097806,12.074142,0
2024-03-23,102.406883,9.658451,0
2024-03-24,90.703998,10.708768,0
2024-03-25,93.595684,9.817333,0
2024-03-26,105.958084,12.010569,0
2024-03-27,111.299914,14.247226,0
2024-03-28,92.981924,10.567294,0
2024-03-29,102.759028,13.749373,0
2024-03-30,94.080185,11.883967,0
2024-03-31,93.845602,11.562548,0
2024-04-01,97.466571,13.138594,0
2024-04-02,105.211323,11.487019,0
2024-04-03,95.719008,12.655481,0
2024-04-04,95.495099,11.572667,0
2024-04-05,105.525742,18.103821,0
2024-04-06,94.117814,14.451091,0
2024-04-07,105.120039,13.18749,0
2024-04-08,98.01356,15.2214,0
2024-04-09,102.025369,14.775344,0
2024-04-10,94.945395,14.764621,0
2024-04-11,99.508679,16.641393,0
2024-04-12,100.733312,17.134451,0
2024-04-13,96.278479,14.764627,0
2024-04-14,106.039203,14.879941,0
2024-04-15,100.712955,15.687117,0
2024-04-16,103.472277,11.838654,0
2024-04-17,98.425643,13.616963,0
2024-04-18,103.307328,19.585454,0
2024-04-19,101.920403,20.345453,0
2024-04-20,100.411341,16.760648,0
2024-04-21,97.538523,18.614368,0
2024-04-22,102.088874,18.285558,0
2024-04-23,108.570669,24.021835,0
2024-04-24,105.217726,20.303389,0
2024-04-25,100.672643,18.007663,0
2024-04-26,99.906373,16.550708,0
2024-04-27,92.207279,15.446162,0
2024-04-28,95.404634,19.262163,0
2024-04-29,116.717932,17.537573,0
2024-04-30,100.337059,16.399606,0
2024-05-01,108.865876,18.143549,0
2024-05-02,99.958808,17.464865,0
2024-05-03,122.9356,23.192139,1
2024-05-04,121.498772,21.769603,1
2024-05-05,122.21768,20.177362,1
2024-05-06,112.899931,23.33864,0
2024-05-07,107.255575,20.71734,0
2024-05-08,111.218723,19.022238,0
2024-05-09,107.85003,23.971555,0
2024-05-10,103.868828,22.181871,0
2024-05-11,96.920423,19.206495,0
2024-05-12,103.678534,21.075385,0
2024-05-13,101.871983,19.877987,0
2024-05-14,106.337417,19.034822,0
2024-05-15,104.044106,23.821958,0
2024-05-16,113.160367,25.955554,0
2024-05-17,98.981709,19.504587,0
2024-05-18,103.815728,23.590499,0
2024-05-19,103.933389,21.323902,0
2024-05-20,110.344495,21.809304,0
2024-05-21,122.60289,21.754828,0
2024-05-22,105.760991,21.365342,0
2024-05-23,101.251857,23.341676,0
2024-05-24,103.159106,21.7316,0
2024-05-25,90.726884,24.080793,0
2024-05-26,107.186386,23.583252,0
2024-05-27,108.728279,23.347108,0
2024-05-28,105.631903,22.148538,0
2024-05-29,111.065109,22.946127,0
2024-05-30,106.695532,25.74376,0
2024-05-31,94.405624,25.365385,0
2024-06-01,98.887185,22.536237,0
2024-06-02,93.410642,24.814998,0
2024-06-03,114.368498,26.241243,0
2024-06-04,111.506263,21.518908,0
2024-06-05,107.051624,26.060768,0
2024-06-06,107.540884,23.762173,0
2024-06-07,97.784069,26.339002,0
2024-06-08,98.281177,23.778649,0
2024-06-09,107.525722,21.799712,0
2024-06-10,106.270316,22.255616,0
2024-06-11,113.125339,25.70498,0
2024-06-12,108.32975,26.223221,0
2024-06-13,102.965475,23.986937,0
2024-06-14,103.01832,27.161351,0
2024-06-15,98.674255,22.646496,0
2024-06-16,110.247845,25.919496,0
2024-06-17,107.736289,23.708468,0
2024-06-18,112.874973,24.902375,0
2024-06-19,107.624216,26.37307,0
2024-06-20,97.860152,24.62633,0
2024-06-21,108.20239,25.643567,0
2024-06-22,109.3784,28.487404,0
2024-06-23,139.747229,25.379774,1
2024-06-24,109.297504,28.260263,0
2024-06-25,111.33492,24.381353,0
2024-06-26,111.725932,27.748814,0
2024-06-27,114.471282,29.617317,0
2024-06-28,98.055732,21.832389,0
2024-06-29,98.41155,25.219895,0
2024-06-30,116.440917,28.002338,0
2024-07-01,111.504387,26.473099,0
2024-07-02,119.387024,27.648958,0
2024-07-03,114.558526,25.722645,0
2024-07-04,107.380495,27.124208,0
2024-07-05,103.579028,26.656545,0
2024-07-06,105.58645,29.316789,0
2024-07-07,109.923908,27.499842,0
2024-07-08,118.3626,27.672427,0
2024-07-09,109.833347,26.176135,0
2024-07-10,111.532677,26.023787,0
2024-07-11,101.140975,26.129439,0
2024-07-12,100.375198,27.775461,0
2024-07-13,104.842577,26.133037,0
2024-07-14,100.230775,27.539457,0
2024-07-15,127.085603,31.092065,0
2024-07-16,109.838405,28.661332,0
2024-07-17,110.962033,26.241322,0
2024-07-18,115.084917,29.266559,0
2024-07-19,99.623015,26.015227,0
2024-07-20,90.752453,22.71887,0
2024-07-21,105.566625,24.739192,0
2024-07-22,105.91149,22.970543,0
2024-07-23,102.262685,25.962391,0
2024-07-24,112.91554,26.65209,0
2024-07-25,110.797668,29.914521,0
2024-07-26,110.563768,27.158469,0
2024-07-27,99.291507,26.005971,0
2024-07-28,102.435638,28.03915,0
2024-07-29,107.388232,21.890863,0
2024-07-30,113.80397,26.713805,0
2024-07-31,116.944501,27.710418,0
2024-08-01,111.390874,23.134316,0
2024-08-02,111.836565,28.298512,0
2024-08-03,106.75696,26.604248,0
2024-08-04,132.005251,25.009694,1
2024-08-05,110.319198,27.015635,0
2024-08-06,117.875074,30.198074,0
2024-08-07,104.952071,25.923879,0
2024-08-08,106.909542,25.956917,0
2024-08-09,103.119781,24.438984,0
2024-08-10,111.543227,23.552177,0
2024-08-11,108.298014,26.80366,0
2024-08-12,111.014522,23.318938,0
2024-08-13,114.106953,25.059383,0
2024-08-14,106.96983,23.843142,0
2024-08-15,102.326693,25.635719,0
2024-08-16,109.796632,25.221519,0
2024-08-17,100.388558,26.502878,0
2024-08-18,99.98327,23.278576,0
2024-08-19,114.212015,23.626913,0
2024-08-20,116.323293,22.074474,0
2024-08-21,106.317232,23.006078,0
2024-08-22,103.257747,24.509292,0
2024-08-23,104.638958,25.1261,0
2024-08-24,97.849717,21.622673,0
2024-08-25,104.138307,25.058587,0
2024-08-26,117.011566,25.880557,0
2024-08-27,114.985204,23.843636,0
2024-08-28,118.017587,26.615468,0
2024-08-29,96.493299,21.157078,0
2024-08-30,96.657723,20.055844,0
2024-08-31,100.55752,18.825975,0
2024-09-01,103.541158,25.211577,0
2024-09-02,113.807318,23.362154,0
2024-09-03,116.417053,21.774098,0
2024-09-04,105.072636,22.275008,0
2024-09-05,101.457067,19.291907,0
2024-09-06,111.411666,26.260265,0
2024-09-07,110.248153,21.451191,0
2024-09-08,108.715959,21.233691,0
2024-09-09,112.705748,22.286806,0
2024-09-10,105.898703,21.615933,0
2024-09-11,108.700384,20.918648,0
2024-09-12,103.578907,18.705277,0
2024-09-13,98.907862,21.042941,0
2024-09-14,100.058018,23.67632,0
2024-09-15,99.52465,22.413923,0
2024-09-16,101.395604,22.718869,0
2024-09-17,97.789729,18.318133,0
2024-09-18,106.801142,17.168138,0
2024-09-19,101.53014,18.701328,0
2024-09-20,95.801292,18.868734,0
2024-09-21,99.032711,20.748937,0
2024-09-22,101.034624,14.977839,0
2024-09-23,108.064811,21.223087,0
2024-09-24,100.290474,17.64825,0
2024-09-25,108.262345,16.909906,0
2024-09-26,99.781646,15.538042,0
2024-09-27,95.695142,14.050361,0
2024-09-28,103.321488,18.80354,0
2024-09-29,97.612029,17.10032,0
2024-09-30,109.313549,14.169669,0
2024-10-01,103.338282,13.954821,0
2024-10-02,107.147084,15.668339,0
2024-10-03,105.080814,19.472484,0
2024-10-04,90.258915,15.409455,0
2024-10-05,96.778363,12.716273,0
2024-10-06,101.651198,15.024781,0
2024-10-07,103.872215,14.764374,0
2024-10-08,100.170389,9.709511,0
2024-10-09,101.570453,14.788126,0
2024-10-10,101.276676,14.22831,0
2024-10-11,98.71583,15.876146,0
2024-10-12,98.623519,17.975353,0
2024-10-13,93.599913,16.324492,0
2024-10-14,105.0436,13.327782,0
2024-10-15,105.65034,11.44704,0
2024-10-16,116.552862,18.601741,0
2024-10-17,101.902824,13.368847,0
2024-10-18,84.088818,13.074174,0
2024-10-19,94.71863,12.794551,0
2024-10-20,127.485751,13.036095,1
2024-10-21,104.746124,12.149028,0
2024-10-22,103.389107,11.089008,0
2024-10-23,103.424175,10.942016,0
2024-10-24,92.135096,11.770508,0
2024-10-25,93.956116,10.550382,0
2024-10-26,90.849506,10.013755,0
2024-10-27,97.066343,11.455576,0
2024-10-28,104.481145,10.537144,0
2024-10-29,99.329585,13.860638,0
2024-10-30,100.895328,5.357496,0
2024-10-31,93.836936,12.650518,0
2024-11-01,94.643944,12.769087,0
2024-11-02,81.841061,5.940948,0
2024-11-03,98.970883,9.214621,0
2024-11-04,106.318391,8.970893,0
2024-11-05,95.672709,6.714096,0
2024-11-06,90.850664,7.790453,0
2024-11-07,92.775357,6.943576,0
2024-11-08,100.391125,12.489639,0
2024-11-09,85.384446,10.678608,0
2024-11-10,91.407939,11.17435,0
2024-11-11,97.558577,9.900459,0
2024-11-12,93.594381,6.026825,0
2024-11-13,91.736045,7.065692,0
2024-11-14,82.500239,8.925326,0
2024-11-15,90.33965,5.336256,0
2024-11-16,93.01851,9.042582,0
2024-11-17,85.08511,6.974195,0
2024-11-18,104.431698,6.545702,0
2024-11-19,108.128136,8.560044,0
2024-11-20,92.712299,7.87176,0
2024-11-21,96.550354,6.108787,0
2024-11-22,87.459799,8.999285,0
2024-11-23,88.493121,4.37087,0
2024-11-24,89.916988,7.619748,0
2024-11-25,108.925625,7.431512,0
2024-11-26,95.783548,5.486243,0
2024-11-27,96.097875,6.620264,0
2024-11-28,85.055782,3.331109,0
2024-11-29,98.471495,7.549446,0
2024-11-30,97.685834,5.202397,0
2024-12-01,99.674934,4.40036,0
2024-12-02,102.627566,7.420259,0
2024-12-03,92.784977,3.792856,0
2024-12-04,96.122131,2.266827,0
2024-12-05,87.279876,1.855636,0
2024-12-06,94.542629,6.069031,0
2024-12-07,91.420173,2.187275,0
2024-12-08,91.275178,8.151883,0
2024-12-09,96.948819,0.375665,0
2024-12-10,102.551025,7.832766,0
2024-12-11,80.113882,4.765347,0
2024-12-12,93.080466,4.056502,0
2024-12-13,83.422295,3.069892,0
2024-12-14,83.557444,4.871017,0
2024-12-15,86.914679,3.913727,0
2024-12-16,96.125035,6.115115,0
2024-12-17,98.522752,4.059768,0
2024-12-18,86.58853,4.058027,0
2024-12-19,89.147534,2.959642,0
2024-12-20,88.813767,3.50577,0
2024-12-21,96.737017,4.171432,0
2024-12-22,82.676589,0.075049,0
2024-12-23,90.754683,0.741983,0
2024-12-24,118.079974,4.871275,1
2024-12-25,118.847515,3.676313,1
2024-12-26,86.645387,2.919907,0
2024-12-27,91.74377,3.281504,0
2024-12-28,77.524067,3.900045,0
2024-12-29,83.404541,2.089103,0
2024-12-30,94.915787,1.579259,0
